Family	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae	0	0	0	0	25	7	0	1	0	20	0	7	0	0	0	0	1	2	5	0	51	0	103	2	0	0	0	0	4	4	74	0	7	1	0	9	0	0	0	0	0	2	647	42	1	0	0	0	0	0	0	3	15	0	22	1	180	15	0	0	0	0	0	0	0	1	6	93	124	0	0	0	0	0	0	0	2	0	0	74	1	13	0	0	0	0	0	0	0	0	0	1	48	42	0	2	0	5	0	3	0
Fungi;Ascomycota;Eurotiomycetes;unidentified;?	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	3	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;unidentified;unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	3	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Fungi;Ascomycota;Incertae sedis;?;?	11	0	0	3	3	17	121	24	1	1	67	256	3	0	0	0	32	5	41	8	19	24	43	84	193	0	0	0	11	7	14	4	71	69	25	181	3	3	0	0	3	8	130	14	135	21	42	0	62	0	6	2	23	0	18	8	332	52	0	53	16	0	0	0	60	10	34	3	877	44	1	448	3	0	0	0	13	0	45	2	28	144	0	0	32	3	0	0	24	2	9	119	30	16	0	8	0	71	0	8	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;?	14	0	0	0	0	1	15	67	0	3	153	29	3	0	0	0	54	2	10	7	0	18	2	22	287	0	0	0	55	10	25	0	1	83	0	64	4	0	0	0	13	0	0	22	0	4	0	0	35	0	2	2	22	0	2	1	0	67	2	29	12	0	0	0	11	0	12	1	24	1	0	783	1	0	0	0	14	0	80	0	21	0	0	0	42	0	0	0	32	3	12	11	31	16	0	5	0	17	0	3	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis	23	0	0	0	67	732	42	50	124	24	257	122	12	0	0	1	8	81	106	236	521	60	903	110	110	0	0	1	101	76	411	245	69	75	54	307	48	0	0	0	27	106	728	363	15	153	668	0	80	3	14	45	227	0	516	213	268	583	22	27	26	0	0	2	66	68	327	120	164	175	13	434	40	0	0	0	28	1	4	169	71	560	0	0	14	4	0	0	61	100	15	306	112	253	1	23	0	97	0	20	0
Fungi;Ascomycota;Lecanoromycetes;?;?	18	0	0	0	37	11	1	1	913	0	1	0	8	0	0	0	1	5	0	10	6	21	0	0	8	0	0	0	0	0	5	0	5	3	1	87	0	0	0	0	1	6	0	811	0	5	4	0	16	0	3	81	0	0	1	49	26	6	0	11	172	0	0	0	8	0	4	4	0	0	0	1	1	0	0	0	15	1	0	0	61	0	0	0	0	0	0	0	9	18	0	0	1483	0	0	24	0	24	0	13	0
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Lecanoromycetes;Ostropales;Stictidaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Icmadophilaceae	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Leotiomycetes;?;?	29	0	0	1	18	40	75	2	119	2	50	1	8	1	0	0	19	77	330	1	0	1	189	0	210	0	0	0	21	31	44	0	4	42	10	52	52	0	4	0	9	48	93	141	1	0	155	0	122	0	2	17	25	0	45	0	780	56	2	136	129	0	0	0	1470	20	15	20	96	4	1	320	22	0	0	0	42	140	10	0	0	65	1	0	6	0	0	0	7	0	0	1	0	588	0	8	0	37	0	11	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;?	2	0	0	0	3	9	0	0	0	0	29	0	1	0	0	0	3	13	5	1	1	0	39	0	1	0	0	1	6	7	25	1	9	7	0	33	4	0	0	0	2	5	16	0	1	0	61	0	10	0	1	0	12	0	10	0	2	9	0	1	299	0	0	0	6	36	1	8	44	0	0	0	3	0	0	0	6	0	0	0	0	5	0	0	8	0	0	0	266	0	0	1	0	3	0	2	0	10	0	7	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis	35	0	5	0	27	130	42	0	338	48	315	107	13	0	0	0	111	143	165	19	502	25	929	0	250	1	0	1	111	51	486	2	58	294	43	1033	47	0	1	0	24	78	299	19	4	18	443	2	45	4	35	0	149	0	437	200	619	231	17	44	468	0	0	1	225	149	223	17	61	165	4	48	42	0	2	0	159	51	4	582	66	445	1	0	29	3	0	0	337	235	0	32	11	99	0	9	0	60	0	9	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;unidentified	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Fungi;Ascomycota;Leotiomycetes;Incertae sedis;?	0	0	0	0	0	2	0	121	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	7	9	0	0	0	0	6	4	0	0	0	0	0	4	0	0	0	58	0	0	0	0	0	0	0	15	0	0	0	2	5	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	1	0	0	0	0	2	0	2	0
Fungi;Ascomycota;Leotiomycetes;Thelebolales;?	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Orbiliomycetes;?;?	664	0	1	0	5	499	94	1	1	2	1	122	43	0	0	0	6	14	4997	32	2	26	0	19	23	0	0	0	56	402	921	0	6	42	2	0	109	0	0	1	13	172	636	4	1	2	0	0	458	0	0	0	307	0	54	105	43	0	10	25	412	0	0	0	105	8	65	47	1	1	10	3	5	0	0	0	364	1	2	13	4	104	0	0	6	0	0	0	213	43	0	1	5	0	0	5	0	45	0	14	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;?	17	0	0	0	2	6	0	0	2	2	0	71	1	2	0	0	1	0	49	1	0	1	13	0	23	0	0	0	6	37	78	0	0	0	1	0	7	0	0	0	5	13	4099	0	0	0	45	0	4	0	0	0	13	0	0	1	199	0	0	8	1	0	0	0	4	1	18	14	2	0	0	0	5	0	0	0	8	1	209	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	0	6	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae	1	0	0	0	37	0	0	0	0	0	0	0	1	3	0	0	4	1	63	0	2	1	0	0	7	0	0	0	0	3	38	0	1	0	0	0	2	0	0	0	0	0	112	1	0	0	0	0	0	0	0	0	66	0	0	64	183	0	0	0	0	0	0	0	11	0	3	17	1	0	0	0	0	0	0	0	6	0	111	0	0	0	0	0	0	0	0	0	1	0	0	0	1397	0	0	0	0	10	0	1	0
Fungi;Ascomycota;Orbiliomycetes;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Pezizomycetes;?;?	74	0	0	0	14360	1707	259	415	4	9	0	0	218	0	0	0	800	823	10	5	2175	20	81	0	33	0	0	111	276	53	905	33	28	0	4	1	182	7	1	0	29	733	5	314	142	0	102	0	82	15	0	26	11	0	47	614	1	0	7	3	239	0	0	0	121	151	37	285	13	26	38	64	326	0	0	0	208	75	30	4	56	17	1	0	341	1	0	0	12437	1434	2	22	13	711	0	12	0	222	0	262	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae	23	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	26	85	0	0	0	1	1	0	0	0	11	198	0	0	0	2	0	0	0	0	0	1	283	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	0	4	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	61	0	0	0	0	0	0	2	0	3	0	0	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae	4	0	1	0	3	6	3	9	4	5	14	2	3	0	0	0	5	1	5	8	11	2	4	2	2	1314	0	0	1	6	8	11	197509	8	7	8	16	18	0	0	4	9	2	154	855	3	16	2	14	1	1	10	4	0	5	17	15	12	6	169	3	0	0	0	2	4	77	4	8	5	0	9	6	0	0	0	4	15	4	11	6	12	4	0	2	0	0	0	6	6	2	13	4	8	3	246	0	919	0	160	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Incertae sedis	0	0	0	0	36	2	61	1	0	3	0	0	0	0	0	0	4	1	1	23	6	4	0	0	40	11	0	0	0	0	1	0	1639	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	4	0	4	0	450	0	0	6	2	0	0	0	1	0	1	13	1	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	1	23	1	0	1426	0	0	0	0	19	0	3	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae	0	0	0	0	0	0	0	114	0	0	0	118	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;unidentified	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;?;?	918	0	26	2	337	1869	1951	4408	977	2028	2619	512	362	5	0	0	2093	2394	7057	335	2860	348	6450	433	1894	14	2	14	4398	1955	40894	848	1461	408	636	1924	8388	61	3	14	459	1528	43954	4481	3732	426	8376	5	1822	40	74	476	6024	0	35843	3712	4512	1088	926	3673	10478	0	1	6	4387	268	15828	740	109	2074	38	1908	696	0	29	0	590	250	567	661	359	6753	4	0	1452	51	0	0	1193	392	222	2915	1617	5288	4	300	0	1541	0	382	0
Fungi;Ascomycota;Sordariomycetes;Boliniales;Boliniaceae	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Calosphaeriales;Calosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Calosphaeriales;Pleurostomataceae	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	5	1	0	0	0	0	0	53	0	0	52	0	25	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	4	0	0	0	3	0	1	1	0	0	0	1100	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	10	0	9	0	0	0	3	0	3	0	0	0
Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae	28	0	1	2	3	37	0	0	0	2	124	0	2	0	0	0	1	8	3	3	1	0	275	13	4	0	0	1	18	89	1354	0	5	0	1	179	3	0	0	0	2	10	29	0	1	13	0	2	2	0	4	0	185	0	3	0	23	2255	0	0	14	0	0	6	4	0	1	6	247	511	1	0	1	0	0	0	8	0	0	1	1	166	0	0	10	2	0	0	18	5	0	0	0	30	0	9	0	15	0	10	0
Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Incertae sedis	0	0	0	0	0	16	0	1	18	0	0	0	0	0	0	0	0	0	0	0	95	0	4	3	0	0	0	0	5	4	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	0	3	0	37	1	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	29	7	0	2	0	1	0	1	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;?	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae	3	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	21	0	0	0	0	0	5	0	0	0	0	6	2	0	0	0	0	0	9	0	0	0	17	0	11	0	0	0	0	0	9	0	0	0	2	0	12	0	0	0	0	0	5	0	0	0	48	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Gnomoniaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Schizoparmaceae	5	0	0	0	2	11	0	0	24	0	0	0	4	0	0	0	0	13	10	1	114	2	147	0	8	0	0	0	5	6	38	0	49	0	13	6	8	0	0	0	9	14	14	0	1	1	276	0	1	0	0	0	23	0	0	0	27	52	0	0	1	0	0	1	10	0	5	0	63	0	0	1	1	0	0	0	9	0	0	0	13	65	0	0	6	0	0	0	78	0	0	0	0	29	0	2	0	5	0	1	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Togniniaceae	20	0	0	0	90	0	4	0	0	0	12	136	0	0	0	0	8	6	20	0	100	0	13	521	7	0	0	0	1	5	2	0	0	43	2	100	34	3	0	0	7	2	0	17	163	1	0	0	4	0	3	2	5	0	4	1	7	0	3	101	8	0	0	0	109	14	23	0	0	0	0	48	2	0	0	0	1	0	0	1	5	2	1	0	1	1	0	0	13	17	0	93	3085	1	0	29	0	39	0	14	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	1	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Diaporthales;unidentified	5	0	12	0	4	8	2	5	734	0	274	7	1	1	0	0	4	73	309	2	1	12	2241	0	1	0	0	0	3290	86	4595	1	6	0	119	3	2	0	0	1	84	44	1093	4	7	1	3586	1	6	0	0	0	0	0	902	18	15	0	277	1	24	0	0	0	68	0	4156	63	4	0	0	1	10	0	2	0	12	1	16	2	1	3011	1	0	13	10	0	0	5	18	1	26	2	926	0	23	0	183	0	49	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;?	3	0	0	0	26	8	136	85	4	23	6	26	0	20	0	0	10	42	29	32	35	33	214	11	9	0	0	0	35	26	363	169	2	4	15	35	6	4	0	0	25	9	572	136	309	10	130	0	70	1	2	27	23	0	475	11	7	24	12	0	21	0	0	0	12	13	160	7	3	29	1	0	26	0	0	0	19	0	531	66	11	101	1	0	29	3	0	0	10	49	31	22	0	29535	1	69	0	126	0	50	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae	7	0	2	0	6	75	0	1	0	0	66	55	9	2	0	0	13	22	24	5	1	72	84	1	96	0	0	0	6	7	78	129	2	66	0	176	29	0	0	0	1	17	45	74	1	39	11	0	72	0	6	10	86	0	168	2	0	87	14	9	5	0	0	0	13	2	98	8	0	33	2	91	20	0	1	0	5	0	114	151	6	27	0	0	13	2	0	0	93	16	27	16	11	356	0	4	0	10	0	4	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae	572	0	24	0	153	61	122	66	185	5	14112	590	6	0	0	0	17	2000	77	20	324	16	443	85	9	1	0	0	165	37	94	331	72	10	13	125	32	9	2	0	9	50	170	46	524	7	765	1	75	4	5	6	182	0	63	6	2037	89	5	0	174	0	0	0	113	2	74	19	4	68	0	12	9	0	0	0	34	82	10	4	5	7571	3	0	6	255	0	0	15	4	7	11	18	104	2	113	0	237	0	81	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae	10	0	0	0	5	10	233	0	9	10	2	1	0	0	0	0	10	26	21	13	7	0	292	0	1	0	0	0	55	11	70	0	0	0	9	40	9	0	0	0	17	21	72	142	1	0	197	0	306	0	2	8	111	0	53	82	28	0	15	14	11	0	0	0	24	113	325	46	1	302	0	19	4	0	0	0	51	70	1	33	0	8	0	0	11	0	0	0	9	127	0	68	0	18	0	4	0	39	0	6	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae	31	0	1	0	4	121	210	649	30	33	103	32	25	0	0	0	21	60	31	12	343	62	757	107	20	0	0	2	50	42	156	476	32	2	41	1016	53	5	0	0	42	36	20	366	264	29	168	0	63	2	26	38	93	0	259	95	263	70	3	833	18	0	0	0	102	74	63	3	76	103	2	48	31	0	0	0	54	1	7	108	263	252	0	0	17	1	0	0	118	233	3	83	109	545	1	31	0	125	0	24	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Incertae sedis	105	0	1	1	76	486	511	498	250	59	1783	255	58	1	0	0	170	255	957	64	140	594	550	69	160	8	0	2	118	235	1044	102	768	263	76	1523	207	4	2	0	33	283	565	673	398	194	517	1	169	5	51	98	546	0	380	253	1129	2421	36	300	328	0	0	4	199	93	518	91	5	545	6	171	156	0	0	0	217	195	209	404	155	713	0	0	255	23	0	0	359	405	54	191	162	644	0	62	0	215	0	43	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae	2153	1	25	33	3399	6317	7912	6370	11257	1212	7549	13587	1134	28	0	3	6491	4336	23879	5215	30654	2427	10269	8440	5291	61	3	177	5873	4460	18108	4993	5592	5796	895	17077	2503	122	32	16	1900	3830	3943	15908	6159	2407	16014	33	4188	96	585	1867	12845	7	5153	33765	8972	12721	2336	7614	7154	1	1	53	3359	8074	36210	1820	7937	8921	128	17184	2717	0	1	0	5576	1118	2736	6310	52033	5692	6	0	2918	160	2	0	18707	5559	124	35290	5616	6392	14	1768	0	4309	0	1203	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	1	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Hypocreales;unidentified	28	0	3	0	16	33	150	172	20	80	190	23	10	2	0	0	6	38	2025	70	267	64	395	33	22	0	0	1	127	37	6784	171	7	0	45	226	25	2	0	0	33	109	138	217	122	35	212	0	29	0	13	26	38	0	334	704	71	333	7	27	70	0	0	0	61	57	122	49	0	93	0	41	16	0	0	0	67	0	220	117	27	85	0	0	3	5	0	0	90	34	146	115	7	371	0	11	0	96	0	15	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;?	5	0	0	0	2	16	332	222	0	7	0	0	1	0	0	0	15	12	0	36	9	19	0	0	16	1	0	0	11	3	64	0	13	0	0	0	15	0	0	0	7	2	23	1	0	0	0	0	56	0	0	0	6	0	5	68	167	1	10	0	27	0	0	0	0	63	191	29	1	0	1	0	6	0	0	0	2	8	133	37	0	118	0	0	6	0	0	0	1	27	0	95	9	0	1	8	0	13	0	3	0
