Species	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Eurotiomycetes;unidentified;unidentified;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;unidentified;unidentified;unidentified;?	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Fungi;Ascomycota;Incertae sedis;?;?;?;?	11	0	0	3	3	17	121	24	1	1	67	256	3	0	0	0	32	5	41	8	19	24	43	84	193	0	0	0	11	7	14	4	71	69	25	181	3	3	0	0	3	8	130	14	135	21	42	0	62	0	6	2	23	0	18	8	332	52	0	53	16	0	0	0	60	10	34	3	877	44	1	448	3	0	0	0	13	0	45	2	28	144	0	0	32	3	0	0	24	2	9	119	30	16	0	8	0	71	0	8	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;?;?;?	14	0	0	0	0	1	15	67	0	3	153	29	3	0	0	0	54	2	10	7	0	18	2	22	287	0	0	0	55	10	25	0	1	83	0	64	4	0	0	0	13	0	0	22	0	4	0	0	35	0	2	2	22	0	2	1	0	67	2	29	12	0	0	0	11	0	12	1	24	1	0	783	1	0	0	0	14	0	80	0	21	0	0	0	42	0	0	0	32	3	12	11	31	16	0	5	0	17	0	3	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;?;?	5	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	5	0	0	59	0	0	0	0	0	0	0	0	0	0	0	115	3	0	6	0	0	0	16	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	80	41	0	0	0	0	0	0	0	0	0	102	6	92	0	0	2	0	0	0	3	0	1	0	0	0	0	1	0	4	0	4	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Chaetospermum;Chaetospermum camelliae	1	0	0	0	0	633	0	0	1	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Chaetospermum;Chaetospermum chaetosporum	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Dokmaia;Dokmaia sp 1 TMS_2011	4	0	0	0	5	27	31	49	1	0	11	14	3	0	0	0	1	14	3	30	17	27	2	4	3	0	0	0	0	0	4	22	7	10	3	39	29	0	0	0	0	5	0	55	9	7	6	0	10	1	4	6	21	0	2	117	83	39	0	15	2	0	0	0	11	7	12	5	64	47	0	365	2	0	0	0	8	0	0	17	16	26	0	0	1	0	0	0	2	32	14	5	8	5	0	1	0	25	0	5	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Minimidochium;Minimidochium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Myriodontium;Myriodontium keratinophilum	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	42	0	0	0	0	0	2	0	26	0	0	0	0	32	0	0	0	0	0	0	66	0	0	1	0	0	0	0	0	0	0	0	19	8	10	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis;Ochroconis constricta	2	0	0	0	0	1	0	0	0	0	103	99	3	0	0	0	0	14	10	0	33	0	78	75	5	0	0	0	2	32	22	0	11	0	5	57	1	0	0	0	0	10	0	0	1	10	16	0	0	0	2	0	6	0	0	0	12	101	0	2	0	0	0	0	17	0	0	1	0	35	0	40	0	0	0	0	5	0	1	0	1	5	0	0	0	1	0	0	9	0	0	0	1	29	0	3	0	7	0	1	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis;Ochroconis gamsii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis;Ochroconis minima	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24	11	0	0	0	0	0	0	4	0	6	0	0	24	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	27	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis;Ochroconis mirabilis	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	8	20	1	0	1	504	0	1	0	0	0	5	0	105	0	0	0	3	11	9	0	0	0	1	4	23	0	1	0	82	0	2	0	0	1	10	0	253	0	0	9	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	1	0	1	0	0	39	0	0	0	2	0	0	0	0	0	0	0	28	0	4	0	14	0	1	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis;Ochroconis sp	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	31	0	0	0	24	10	0	0	0	0	0	0	472	0	1	0	21	0	0	0	0	0	2	0	3	1	23	52	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	7	0	0	1	0	2	0	1	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Phaeocytostroma;?	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	2	0	71	0	14	0	0	0	0	0	0	0	15	3	1	52	2	0	0	0	0	1	0	5	2	0	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	177	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Pseudorobillarda;Pseudorobillarda siamensis	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	9	0	0	2	0	11	0	0	0	0	0	1	2	9	0	1	0	0	0	1	0	0	0	0	10	0	0	0	5	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Retroconis;Retroconis sp SR	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	5	0	0	0	0	11	6	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	31	0	0	0	0	0	2	0	0	0	15	35	0	0	0	0	0	0	0	0	1	0	0	0	2	1	5	0	0	0	0	0	1	37	7	0	0	0	0	0	0	0	8	0	0	12	18	63	0	1	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Spegazzinia;Spegazzinia sp	0	0	0	0	55	0	0	0	0	0	0	0	2	0	0	0	1	0	7	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	3	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Staphylotrichum;?	0	0	0	0	1	1	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	12	1	1	93	0	0	0	17	0	0	0	0	0	1	4	3	0	0	14	0	11	0	0	0	0	0	13	6	2	15	2	0	1	0	0	0	0	5	57	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	50	0	24	0	1	0	13	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Staphylotrichum;Staphylotrichum sp	0	0	0	0	3	39	11	0	0	20	0	1	1	0	0	1	5	12	41	163	76	24	26	0	3	0	0	0	68	17	21	116	6	1	8	27	6	0	0	0	9	27	132	252	0	0	83	0	42	1	0	32	11	0	95	81	17	16	16	0	14	0	0	0	13	29	249	88	2	31	0	0	14	0	0	0	1	0	1	0	0	65	0	0	5	0	0	0	10	51	0	212	0	34	0	4	0	14	0	2	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Veronaea;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;unidentified;?	8	0	0	0	2	4	0	0	15	1	39	7	0	0	0	0	0	13	3	41	300	1	204	19	2	0	0	1	7	9	23	14	24	5	2	73	1	0	0	0	0	27	5	1	0	15	396	0	5	0	6	1	12	0	12	0	97	288	2	8	4	0	0	1	1	1	3	3	18	10	0	26	1	0	0	0	9	0	0	13	32	149	0	0	0	1	0	0	24	16	0	17	76	42	1	5	0	6	0	5	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;unidentified;Ascomycota sp	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	1	3	83	0	0	0	9	14	0	0	0	0	1	17	10	0	0	0	13	0	0	0	0	0	2	0	42	0	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Lecanoromycetes;?;?;?;?	18	0	0	0	37	11	1	1	913	0	1	0	8	0	0	0	1	5	0	10	6	21	0	0	8	0	0	0	0	0	5	0	5	3	1	87	0	0	0	0	1	6	0	811	0	5	4	0	16	0	3	81	0	0	1	49	26	6	0	11	172	0	0	0	8	0	4	4	0	0	0	1	1	0	0	0	15	1	0	0	61	0	0	0	0	0	0	0	9	18	0	0	1483	0	0	24	0	24	0	13	0
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Lecanoromycetes;Ostropales;Stictidaceae;Cryptodiscus;Cryptodiscus sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Icmadophilaceae;Thamnolia;Thamnolia vermicularis	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Leotiomycetes;?;?;?;?	29	0	0	1	18	40	75	2	119	2	50	1	8	1	0	0	19	77	330	1	0	1	189	0	210	0	0	0	21	31	44	0	4	42	10	52	52	0	4	0	9	48	93	141	1	0	155	0	122	0	2	17	25	0	45	0	780	56	2	136	129	0	0	0	1470	20	15	20	96	4	1	320	22	0	0	0	42	140	10	0	0	65	1	0	6	0	0	0	7	0	0	1	0	588	0	8	0	37	0	11	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;?;?;?	2	0	0	0	3	9	0	0	0	0	29	0	1	0	0	0	3	13	5	1	1	0	39	0	1	0	0	1	6	7	25	1	9	7	0	33	4	0	0	0	2	5	16	0	1	0	61	0	10	0	1	0	12	0	10	0	2	9	0	1	299	0	0	0	6	36	1	8	44	0	0	0	3	0	0	0	6	0	0	0	0	5	0	0	8	0	0	0	266	0	0	1	0	3	0	2	0	10	0	7	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;unidentified;Helotiaceae sp	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Cistella;Cistella sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Scytalidium;?	0	0	0	0	1	1	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	0	36	0	0	0	0	0	0	0	1	293	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	76	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	1	0	0	9	0	0	2	0	4	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Scytalidium;Scytalidium sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	27	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	0	5	0	0	0	76	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	12	0	0	1	0	0	0	66	0	0	1	0	26	0	1	0	2	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Tetracladium;?	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	6	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Tetracladium;Tetracladium sp	34	0	5	0	20	129	41	0	338	48	237	97	13	0	0	0	76	137	164	19	447	3	801	0	211	1	0	1	109	50	413	2	54	1	40	1033	47	0	1	0	24	71	299	1	4	18	407	2	41	4	35	0	140	0	425	174	571	224	17	44	463	0	0	1	73	145	221	17	61	134	4	48	40	0	2	0	159	51	3	351	15	433	1	0	28	3	0	0	271	234	0	24	2	73	0	6	0	51	0	8	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Xylogone;Xylogone sp	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	29	4	1	0	55	22	74	0	3	0	0	0	0	1	73	0	3	0	2	0	0	0	0	0	0	6	0	1	0	0	0	0	4	0	0	0	0	0	0	26	48	0	0	0	0	0	0	0	0	4	0	0	0	31	0	0	1	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	1	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;unidentified;?;?	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Fungi;Ascomycota;Leotiomycetes;Incertae sedis;?;?;?	0	0	0	0	0	2	0	121	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	7	9	0	0	0	0	6	4	0	0	0	0	0	4	0	0	0	58	0	0	0	0	0	0	0	15	0	0	0	2	5	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	1	0	0	0	0	2	0	2	0
Fungi;Ascomycota;Leotiomycetes;Thelebolales;?;?;?	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Orbiliomycetes;?;?;?;?	664	0	1	0	5	499	94	1	1	2	1	122	43	0	0	0	6	14	4997	32	2	26	0	19	23	0	0	0	56	402	921	0	6	42	2	0	109	0	0	1	13	172	636	4	1	2	0	0	458	0	0	0	307	0	54	105	43	0	10	25	412	0	0	0	105	8	65	47	1	1	10	3	5	0	0	0	364	1	2	13	4	104	0	0	6	0	0	0	213	43	0	1	5	0	0	5	0	45	0	14	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;?;?;?	17	0	0	0	2	6	0	0	2	2	0	71	1	2	0	0	1	0	49	1	0	1	13	0	23	0	0	0	6	37	78	0	0	0	1	0	7	0	0	0	5	13	4099	0	0	0	45	0	4	0	0	0	13	0	0	1	199	0	0	8	1	0	0	0	4	1	18	14	2	0	0	0	5	0	0	0	8	1	209	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	0	6	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;?;?	0	0	0	0	37	0	0	0	0	0	0	0	1	3	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	1	0	0	0	1397	0	0	0	0	8	0	0	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys;Arthrobotrys musiformis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	0	0	0	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Gamsylella;Gamsylella gephyropaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Orbiliomycetes;unidentified;?;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Pezizomycetes;?;?;?;?	74	0	0	0	14360	1707	259	415	4	9	0	0	218	0	0	0	800	823	10	5	2175	20	81	0	33	0	0	111	276	53	905	33	28	0	4	1	182	7	1	0	29	733	5	314	142	0	102	0	82	15	0	26	11	0	47	614	1	0	7	3	239	0	0	0	121	151	37	285	13	26	38	64	326	0	0	0	208	75	30	4	56	17	1	0	341	1	0	0	12437	1434	2	22	13	711	0	12	0	222	0	262	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;unidentified;Pezizaceae sp	23	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;?;?	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	26	85	0	0	0	1	1	0	0	0	11	198	0	0	0	2	0	0	0	0	0	1	283	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	0	4	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	61	0	0	0	0	0	0	2	0	3	0	0	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Sarcosoma;Sarcosoma globosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Meyerozyma;Meyerozyma guilliermondii	4	0	1	0	3	6	3	9	4	5	14	2	3	0	0	0	5	1	5	8	11	2	4	2	2	1314	0	0	1	6	8	11	197509	8	7	8	16	18	0	0	4	9	2	154	855	3	16	2	14	1	1	10	4	0	5	17	15	12	6	169	3	0	0	0	2	4	77	4	8	5	0	9	6	0	0	0	4	15	4	11	6	12	4	0	2	0	0	0	6	6	2	13	4	8	3	246	0	919	0	160	0
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Incertae sedis;Candida;Candida zeylanoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
