Genus	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Saccharicola	1	0	0	0	1	0	0	0	0	36	1	0	0	1	0	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	4	0	0	0	3	37	0	0	0	0	2	0	0	3	0	1	6	36	73	0	0	0	0	0	0	0	1	20	0	3	0	0	0	0	0	0	0	0	0	46	130	1	0	1	0	0	7	0	0	0	1	57	0	15	0	0	0	2	0	14	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;unidentified	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Alloconiothyrium	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Deniquelata	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;Paraconiothyrium	77	0	1	1	29	285	396	1301	24	15	93	105	28	3	0	0	152	180	365	740	71	530	148	30	542	14	0	13	52	80	818	135	916	393	19	3507	58	17	2	1	40	148	17	286	1010	98	32	1	166	1	114	32	388	0	126	1519	260	544	13	41	60	0	0	0	123	212	210	43	101	511	6	540	91	0	0	0	194	164	246	422	161	283	0	0	51	5	0	0	685	276	118	160	115	163	3	42	0	105	0	27	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Montagnulaceae;unidentified	0	0	0	0	1	0	0	244	0	1	0	58	2	0	0	0	11	4	4	0	0	22	22	0	5	0	0	0	1	0	22	21	20	0	0	22	13	0	0	0	0	3	0	0	0	0	8	0	0	0	1	0	8	0	0	1	150	62	0	0	10	0	0	0	7	7	6	1	0	0	0	174	5	0	0	0	21	1	0	1	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	3	0	5	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria	3	0	0	0	0	5	0	2	5	0	51	1	2	0	0	0	1	13	443	1	0	1	425	0	4	3	0	0	109	24	2822	0	418	1	59	0	1	3	0	1	31	6	936	2	188	0	19	0	2	0	0	0	1	0	522	1	1	0	12	0	10	0	0	0	7	1	104	13	0	0	0	32	3	0	0	0	15	0	1	0	1	20	0	0	0	0	0	0	2	8	0	4	1	7	0	3	0	32	0	8	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;?	0	0	0	0	0	16	216	0	0	0	0	1	11	0	0	0	16	3	0	0	133	31	0	0	0	0	0	0	0	13	5	14	0	0	0	34	6	0	0	0	0	0	0	15	0	1	0	0	0	0	1	0	100	0	0	0	39	2	0	0	0	0	0	0	51	6	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	5	0	6	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria	356	0	0	0	13	21	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	1	1	8	5	0	0	0	0	0	6	0	0	0	0	36	0	0	0	0	0	0	162	0	0	0	1	0	1	0	0	0	0	0	14	0	0	0	4	3	1	3	0	0	0	0	13	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	51	0	0	0	0	0	0	0	0	4	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Cochliobolus	25	0	3	0	59	238	1	1	0	1	1	0	63	0	0	0	247	41	8	1	1	28	0	63	15	11	0	0	8	29	72	21	852	0	0	86	73	0	0	0	20	14	0	0	1	0	0	0	17	1	4	0	12	0	0	1144	0	388	1	0	63	0	0	0	23	27	10	20	1	0	7	0	23	0	0	0	36	0	2	71	25	703	0	0	18	0	0	0	26	55	1	0	0	0	0	4	0	27	0	8	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Curvularia	0	0	0	0	8	23	0	0	0	0	60	0	1	0	0	0	0	0	6	0	0	0	57	0	3	0	0	1	0	0	6	0	0	0	0	0	22	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	19	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Edenia	80	0	0	1	48	246	410	136	5	0	0	164	263	0	0	0	33	115	324	43	10	228	98	64	327	0	0	4	68	168	327	16	8	38	13	70	897	5	0	0	23	25	7	337	119	80	5	0	480	0	0	33	69	0	30	94	21	277	2	354	418	0	0	2	255	1	38	18	340	48	7	704	80	0	0	0	136	0	1	2	542	27	0	0	30	0	0	0	193	43	34	11	66	19	1	26	0	62	0	22	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Exserohilum	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pleospora	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Setosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Stemphylium	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;unidentified	76	0	0	1	43	395	425	472	2	1	1	195	55	2	0	0	90	61	276	348	334	212	53	46	387	6	0	1	60	50	123	34	1150	15	2	88	241	0	0	1	7	76	21	899	3	28	0	0	218	2	2	83	171	0	34	819	232	714	5	164	363	0	0	1	44	114	133	74	286	41	6	229	219	0	0	0	183	2	172	436	65	97	0	0	191	0	0	0	39	591	39	29	115	10	0	25	0	91	0	18	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;?	6	0	1	0	5	13	0	23	0	5	159	10	458	0	0	0	1	4	0	1	67	205	148	6	0	0	0	1	1	9	29	7	8	0	1	9	1	0	0	0	0	1	0	44	0	1	1	0	14	0	0	8	1	0	8	0	15	39	0	0	1	0	0	0	2	6	1	5	1	55	0	13	3	0	0	0	2	0	0	0	17	59	0	0	3	1	0	0	47	1	0	5	81	60	0	3	0	9	0	2	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia	0	0	0	0	1	14	1	234	1	8	17	24	292	0	0	0	8	24	31	14	73	73	320	24	14	1	0	0	41	27	68	0	7	0	0	22	5	0	0	0	6	4	757	0	1	1	156	0	14	0	2	0	23	0	1785	23	60	150	6	0	13	0	0	1	6	2	41	24	29	0	0	700	43	0	1	0	0	0	0	44	24	41	0	0	29	0	0	0	76	27	0	31	14	27	0	6	0	34	0	8	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Westerdykella	31	0	4	0	35	37	2	91	32	19	188	234	2194	1	0	0	4	43	15	9	563	1357	511	203	49	1	0	3	6	139	71	19	99	364	20	6619	32	0	0	0	3	16	1	21	4	66	34	0	77	0	228	5	30	0	22	2	879	140	0	121	178	0	0	0	61	14	10	21	1	271	1	592	20	0	0	0	43	2	2	2	327	534	2	0	7	4	0	0	295	3	0	23	603	319	1	51	0	147	0	37	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;?	10	0	0	0	2	44	0	65	18	9	0	0	104	0	0	0	0	10	0	0	0	0	1	0	2	0	0	0	23	3	40	1	2	0	0	0	30	0	0	0	0	23	0	0	0	10	13	0	6	0	0	0	105	0	1	0	5	205	4	0	7	0	0	1	142	103	7	7	0	0	0	1	7	0	0	0	150	0	1	0	21	0	0	0	9	0	0	0	3	0	0	0	7	0	0	3	0	10	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Chlamydotubeufia	4	0	0	0	7	1	0	0	41	0	0	0	0	0	0	0	1	10	4	0	76	0	7	44	13	0	0	0	10	9	46	0	1	0	21	21	10	0	0	0	1	19	27	1	0	0	65	0	186	0	1	0	616	0	36	0	12	10	0	0	59	0	0	0	6	3	1	3	0	139	0	0	3	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	33	0	0	2	0	0	0	2	0	3	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;Thaxteriellopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Tubeufiaceae;unidentified	0	0	0	0	1	11	0	1	0	6	2	31	23	0	0	0	0	5	15	0	0	0	41	2	0	0	0	1	6	1	0	0	0	0	0	7	5	2	0	0	0	8	0	0	235	6	0	0	12	0	0	0	19	0	0	0	10	38	0	0	0	0	0	0	81	56	5	2	160	7	0	0	7	0	0	0	11	0	2	0	0	26	0	0	0	0	0	0	66	0	0	0	3	20	0	1	0	5	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Venturiaceae;Veronaeopsis	12	0	0	0	12	64	37	4	95	2	0	14	1	0	0	2	23	30	243	1	0	0	69	45	65	0	0	0	20	9	0	0	0	0	5	49	1	0	0	0	32	25	16	0	0	0	35	0	5	0	5	0	11	0	12	24	96	32	3	1	4	0	0	0	15	12	54	1	0	40	1	254	3	0	0	0	14	0	0	4	0	222	0	0	4	0	0	0	12	102	0	0	12	15	0	6	0	7	0	4	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;unidentified;?	13	0	0	0	0	43	0	0	25	0	69	0	5	0	0	0	0	11	5	0	1	1	0	0	12	0	0	1	39	171	25	0	0	0	6	10	8	0	0	0	9	15	18	0	0	23	1	0	9	0	0	0	10	0	10	0	1	4	2	4	5	0	0	0	31	27	24	6	0	0	0	0	32	0	0	0	25	0	1	0	0	0	0	0	0	1	0	0	22	0	0	0	0	25	0	2	0	4	0	1	0
Fungi;Ascomycota;Dothideomycetes;Pleosporales;unidentified;unidentified	325	0	3	1	63	815	16	253	84	406	931	258	95	3	0	0	353	1417	669	75	341	276	1909	219	920	4	0	32	165	380	3829	599	628	113	213	3521	184	6	0	2	63	924	447	483	391	182	431	0	546	27	109	37	852	0	225	59	1394	2608	20	655	256	0	0	5	331	104	254	99	7	978	9	366	432	0	0	0	477	29	30	17	94	2263	1	0	1186	26	0	0	2955	514	5	53	261	1405	2	65	0	236	0	57	0
Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Dothideomycetes;unidentified;?;?	3	0	0	0	0	6	1	0	0	0	0	0	14	5	0	0	21	11	0	0	0	1	0	0	19	0	1	0	2	1	30	134	0	0	2	15	4	0	3	0	0	3	0	0	0	0	0	0	4	3	0	0	0	0	1	0	184	22	1	0	7	0	0	1	44	41	0	7	0	0	0	0	6	0	0	0	8	127	237	0	24	0	0	0	23	0	0	0	36	0	0	1	2	3	0	0	0	8	0	3	0
Fungi;Ascomycota;Dothideomycetes;unidentified;unidentified;?	1	0	0	1	0	2	49	2	0	4	0	0	0	11	0	0	147	0	16	1	0	2	0	0	2	0	0	0	9	1	2	29	0	0	0	0	16	11	0	0	0	5	4	1966	596	0	3	0	33	0	0	238	0	0	2	316	247	0	0	0	17	0	0	0	0	0	0	26	138	0	0	0	1	0	0	0	1	0	381	0	0	0	0	0	47	0	0	0	1	0	0	37	1	0	0	2	0	53	0	8	0
Fungi;Ascomycota;Dothideomycetes;unidentified;unidentified;unidentified	7792	0	1	0	149	504	1852	1070	1780	263	1003	154	100	18	0	0	779	358	1754	1269	15747	70	309	81	2995	68	0	9	215	263	1368	531	8193	4	49	128	265	2	26	0	132	621	572	2471	307	66	369	1	801	44	11	278	75	0	1215	636	1391	334	135	59	544	0	0	2	843	167	2552	333	48	665	8	273	198	0	1	0	607	952	376	1307	190	276	5	0	2042	19	0	0	699	2703	66	239	2358	2177	3	98	0	484	0	132	0
Fungi;Ascomycota;Eurotiomycetes;?;?;?	183	1	5	0	161	1957	1779	5514	231	2269	533	125	184	10	0	3	669	135	2037	1076	1359	306	366	1679	263	6	0	3	450	138	5292	361	1376	636	29	1189	288	11	7	3	284	786	1211	5298	826	859	1390	3	7485	17	37	553	975	5	2663	3529	1856	601	39	269	189	0	0	2	175	2889	570	1142	141	1085	39	392	214	0	1	0	301	135	1129	3210	3696	490	3	0	853	11	0	0	387	744	22	1563	1337	808	5	236	0	717	0	166	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;?;?	72	0	0	0	297	226	1642	744	1060	671	30	23	49	0	0	0	111	47	259	557	244	41	98	52	1347	6	0	0	670	68	782	506	441	72	43	196	24	173	0	1	266	347	187	3561	9180	77	122	0	276	3	10	353	102	0	785	165	123	63	19	48	57	0	0	0	51	202	240	237	7	27	8	284	34	0	0	0	80	73	12	960	411	30	0	0	141	1	0	0	61	252	212	71	10617	206	2	95	0	366	0	98	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriaceae;Ceramothyrium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Chaetothyriaceae;Cyphellophora	9	0	1	0	0	49	0	1	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	1	0	0	0	2	0	121	0	0	0	1	0	0	0	0	0	5	11	212	0	61	0	0	0	0	0	0	0	7	0	21	0	0	21	2	1	3	0	0	1	4	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	6	0	2	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;?	0	0	0	0	1	23	0	4	1	15	0	0	3	0	0	0	0	0	0	0	109	67	0	37	1	0	0	0	0	0	22	1	34	0	0	2	37	0	0	0	4	0	0	1	0	10	0	0	0	0	0	0	0	0	19	0	0	11	0	0	5	0	0	0	5	34	0	2	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	8	0	0	0	0	0	0	0	0	10	0	1	0	3	0	1	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora	2	0	0	0	0	4	0	0	0	0	12	6	0	0	0	0	0	0	1	0	11	8	1	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	1	0	0	0	0	1	0	0	0	9	0	1	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	2	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala	0	0	0	0	1	2	0	139	13	1	0	0	0	0	0	0	0	1	0	7370	0	1	0	0	0	6	0	0	0	1	1	0	1070	0	0	0	0	0	0	0	0	1	29	55	3	0	0	0	1	0	0	2	1	0	0	1	0	14	0	0	1	0	0	0	0	0	4	15	2	0	1	0	1	0	0	0	13	0	23	57	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	25	0	6	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Fonsecaea	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	2	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora	0	0	0	0	0	1	0	0	0	0	1	13	0	0	0	0	0	29	1	2	0	4	23	121	0	0	0	0	0	0	4	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	4	0	5	0	1	0	12	0	24	0	0	0	0	10	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	5	0	4	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;unidentified	20	5	0	2	807	13397	1163	2015	18	7415	107	16	194	10	0	37	224	19	342	130	99	392	46	13	104	3	0	0	5019	22	5200	103	21	583	19	49	19	3	3	1	12	88	21031	13663	111	19106	330	1	24619	165	5	1479	43	0	12565	1307	1170	113	38	6	78	0	2	0	12	2215	557	11510	357	7	258	243	62	0	8	0	41	109	977	14723	1346	180	13	0	6784	5	4	0	50	42	90	89	30163	40	9	443	0	2577	0	365	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Incertae sedis;Strelitziana	17	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	4	10	34	0	0	0	0	0	0	0	0	0	0	39	0	0	1	0	0	4	0	3	0	0	0	20	4	1	72	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	2	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;unidentified;?	0	0	0	0	3	39	3013	1	71	47	1	7	30	0	0	0	5	2	35	22	97	11	41	1	1	2	0	0	169	5	108	96	3	1	1	0	1	0	0	0	5	5	31	44	4	3	11	0	3	2	0	7	8	0	822	29	0	18	338	1	11	0	0	0	6	9	4878	13	0	10	0	263	0	0	0	0	15	0	0	0	2	2	0	0	51	0	0	0	4	4	1	6	4	1	1	56	0	83	0	27	0
Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;unidentified;unidentified	3	0	0	0	1	10	11	0	101	0	0	0	0	0	0	0	6	0	1	0	3	0	5	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	2	32	0	0	0	2	0	0	0	0	0	14	0	2	88	44	3	0	0	1	0	0	0	0	6	1	6	0	74	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	38	0	0	5	0	0	2	0	2	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;?;?	4	0	0	0	5	40	406	124	91	9	147	51	0	0	0	0	13	4	2	308	7	4	265	9	6	19	0	0	19	9	64	2074	2191	2	39	12	4	0	0	0	106	14	526	39	1	8	114	0	2	0	2	14	706	0	26	268	23	0	44	57	19	0	0	0	5	231	789	18	1	1	2	1	16	0	0	0	0	50	1	423	2	99	0	0	3	6	0	0	4	2049	6	31	3	16	0	21	0	101	0	10	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Incertae sedis;Thermomyces	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;?	11	0	1	12	10	32	164	1205	139	84	312	3935	11	0	0	2	15	19	884	1040	168	111	161	101	12	5	0	6	194	34	547	760	1031	443	213	204	14	3	23	0	156	24	1935	1259	255	135	412	0	232	0	10	146	470	0	584	427	1190	428	14	102	62	0	0	3	25	352	336	1213	3197	178	1	2438	21	0	1	0	64	834	14	3039	194	693	1	0	6	7	0	0	203	264	155	692	90	364	1	99	0	238	0	54	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Aspergillus	449	1	138	2	409	753	631	9643	2630	389	26697	4949	293	6	0	4	105	630	1281	2528	3106	316	6994	766	170	18	0	5	334	981	2718	880	2235	1752	1691	1528	1128	75	3	1	1696	613	41339	1403	4265	99	12659	6	384	8	66	164	8131	0	3197	576	12374	3038	79	313	1124	0	0	12	441	266	1163	1175	858	4164	6	1103	284	0	7	0	228	185	129	864	1042	31608	6	0	82	517	0	0	697	2396	3346	948	1127	7001	6	534	0	1119	0	261	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Chaetosartorya	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	67	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	63	0	0	0	0	0	0	0	0	0	6	0	7	0	2	0	1	0	7	0	0	0	0	4	31	1	0	206	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	4	0	6	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Emericella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Eupenicillium	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Eurotium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Paecilomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	4	0	0	0	0	0	1	0	24	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
